stat.frontend_question_id,stat.question__title,acceptance_pct,difficulty.level,link
605,Can Place Flowers,31.6,1,https://leetcode.com/problems/can-place-flowers
532,K-diff Pairs in an Array,31.3,1,https://leetcode.com/problems/k-diff-pairs-in-an-array
204,Count Primes,31.3,1,https://leetcode.com/problems/count-primes
581,Shortest Unsorted Continuous Subarray,30.9,1,https://leetcode.com/problems/shortest-unsorted-continuous-subarray
168,Excel Sheet Column Title,30.8,1,https://leetcode.com/problems/excel-sheet-column-title
414,Third Maximum Number,30.4,1,https://leetcode.com/problems/third-maximum-number
859,Buddy Strings,27.500000000000004,1,https://leetcode.com/problems/buddy-strings
7,Reverse Integer,25.8,1,https://leetcode.com/problems/reverse-integer
665,Non-decreasing Array,19.5,1,https://leetcode.com/problems/non-decreasing-array
1476,Subrectangle Queries,90.3,2,https://leetcode.com/problems/subrectangle-queries
1282,Group the People Given the Group Size They Belong To,83.7,2,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,83.5,2,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1302,Deepest Leaves Sum,83.5,2,https://leetcode.com/problems/deepest-leaves-sum
807,Max Increase to Keep City Skyline,83.39999999999999,2,https://leetcode.com/problems/max-increase-to-keep-city-skyline
1315,Sum of Nodes with Even-Valued Grandparent,83.3,2,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent
1409,Queries on a Permutation With Key,81.5,2,https://leetcode.com/problems/queries-on-a-permutation-with-key
1395,Count Number of Teams,81.0,2,https://leetcode.com/problems/count-number-of-teams
1038,Binary Search Tree to Greater Sum Tree,80.4,2,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
535,Encode and Decode TinyURL,79.5,2,https://leetcode.com/problems/encode-and-decode-tinyurl
654,Maximum Binary Tree,79.4,2,https://leetcode.com/problems/maximum-binary-tree
1008,Construct Binary Search Tree from Preorder Traversal,78.3,2,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal
701,Insert into a Binary Search Tree,78.3,2,https://leetcode.com/problems/insert-into-a-binary-search-tree
1329,Sort the Matrix Diagonally,77.8,2,https://leetcode.com/problems/sort-the-matrix-diagonally
1305,All Elements in Two Binary Search Trees,75.7,2,https://leetcode.com/problems/all-elements-in-two-binary-search-trees
1079,Letter Tile Possibilities,75.4,2,https://leetcode.com/problems/letter-tile-possibilities
763,Partition Labels,75.2,2,https://leetcode.com/problems/partition-labels
1347,Minimum Number of Steps to Make Two Strings Anagram,74.6,2,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram
797,All Paths From Source to Target,74.6,2,https://leetcode.com/problems/all-paths-from-source-to-target
894,All Possible Full Binary Trees,74.5,2,https://leetcode.com/problems/all-possible-full-binary-trees
950,Reveal Cards In Increasing Order,74.2,2,https://leetcode.com/problems/reveal-cards-in-increasing-order
814,Binary Tree Pruning,74.2,2,https://leetcode.com/problems/binary-tree-pruning
1382,Balance a Binary Search Tree,74.1,2,https://leetcode.com/problems/balance-a-binary-search-tree
1381,Design a Stack With Increment Operation,74.0,2,https://leetcode.com/problems/design-a-stack-with-increment-operation
1261,Find Elements in a Contaminated Binary Tree,73.7,2,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree
1314,Matrix Block Sum,73.7,2,https://leetcode.com/problems/matrix-block-sum
921,Minimum Add to Make Parentheses Valid,73.2,2,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
890,Find and Replace Pattern,73.2,2,https://leetcode.com/problems/find-and-replace-pattern
1277,Count Square Submatrices with All Ones,72.89999999999999,2,https://leetcode.com/problems/count-square-submatrices-with-all-ones
1325,Delete Leaves With a Given Value,72.7,2,https://leetcode.com/problems/delete-leaves-with-a-given-value
861,Score After Flipping Matrix,72.3,2,https://leetcode.com/problems/score-after-flipping-matrix
1161,Maximum Level Sum of a Binary Tree,72.1,2,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree
1492,The kth Factor of n,71.7,2,https://leetcode.com/problems/the-kth-factor-of-n
1104,Path In Zigzag Labelled Binary Tree,71.6,2,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree
1415,The k-th Lexicographical String of All Happy Strings of Length n,70.39999999999999,2,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1387,Sort Integers by The Power Value,70.19999999999999,2,https://leetcode.com/problems/sort-integers-by-the-power-value
1448,Count Good Nodes in Binary Tree,70.1,2,https://leetcode.com/problems/count-good-nodes-in-binary-tree
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,70.0,2,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings
419,Battleships in a Board,69.6,2,https://leetcode.com/problems/battleships-in-a-board
338,Counting Bits,69.19999999999999,2,https://leetcode.com/problems/counting-bits
885,Spiral Matrix III,69.0,2,https://leetcode.com/problems/spiral-matrix-iii
1442,Count Triplets That Can Form Two Arrays of Equal XOR,68.5,2,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor
1222,Queens That Can Attack the King,68.4,2,https://leetcode.com/problems/queens-that-can-attack-the-king
979,Distribute Coins in Binary Tree,68.30000000000001,2,https://leetcode.com/problems/distribute-coins-in-binary-tree
1310,XOR Queries of a Subarray,68.0,2,https://leetcode.com/problems/xor-queries-of-a-subarray
1286,Iterator for Combination,67.60000000000001,2,https://leetcode.com/problems/iterator-for-combination
537,Complex Number Multiplication,67.2,2,https://leetcode.com/problems/complex-number-multiplication
986,Interval List Intersections,67.10000000000001,2,https://leetcode.com/problems/interval-list-intersections
969,Pancake Sorting,67.0,2,https://leetcode.com/problems/pancake-sorting
1457,Pseudo-Palindromic Paths in a Binary Tree,66.8,2,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree
1123,Lowest Common Ancestor of Deepest Leaves,66.7,2,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves
1110,Delete Nodes And Return Forest,66.5,2,https://leetcode.com/problems/delete-nodes-and-return-forest
406,Queue Reconstruction by Height,66.4,2,https://leetcode.com/problems/queue-reconstruction-by-height
959,Regions Cut By Slashes,66.0,2,https://leetcode.com/problems/regions-cut-by-slashes
1338,Reduce Array Size to The Half,65.8,2,https://leetcode.com/problems/reduce-array-size-to-the-half
1130,Minimum Cost Tree From Leaf Values,65.7,2,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values
889,Construct Binary Tree from Preorder and Postorder Traversal,65.7,2,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
951,Flip Equivalent Binary Trees,65.60000000000001,2,https://leetcode.com/problems/flip-equivalent-binary-trees
791,Custom Sort String,65.60000000000001,2,https://leetcode.com/problems/custom-sort-string
442,Find All Duplicates in an Array,65.60000000000001,2,https://leetcode.com/problems/find-all-duplicates-in-an-array
1433,Check If a String Can Break Another String,65.4,2,https://leetcode.com/problems/check-if-a-string-can-break-another-string
1357,Apply Discount Every n Orders,65.3,2,https://leetcode.com/problems/apply-discount-every-n-orders
1026,Maximum Difference Between Node and Ancestor,65.10000000000001,2,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor
1043,Partition Array for Maximum Sum,64.8,2,https://leetcode.com/problems/partition-array-for-maximum-sum
1418,Display Table of Food Orders in a Restaurant,64.7,2,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant
1219,Path with Maximum Gold,64.7,2,https://leetcode.com/problems/path-with-maximum-gold
877,Stone Game,64.3,2,https://leetcode.com/problems/stone-game
429,N-ary Tree Level Order Traversal,64.3,2,https://leetcode.com/problems/n-ary-tree-level-order-traversal
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,64.2,2,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1238,Circular Permutation in Binary Representation,64.2,2,https://leetcode.com/problems/circular-permutation-in-binary-representation
841,Keys and Rooms,63.9,2,https://leetcode.com/problems/keys-and-rooms
1437,Check If All 1's Are at Least Length K Places Away,63.800000000000004,2,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away
973,K Closest Points to Origin,63.5,2,https://leetcode.com/problems/k-closest-points-to-origin
912,Sort an Array,63.5,2,https://leetcode.com/problems/sort-an-array
1472,Design Browser History,63.3,2,https://leetcode.com/problems/design-browser-history
1466,Reorder Routes to Make All Paths Lead to the City Zero,63.2,2,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero
1268,Search Suggestions System,63.0,2,https://leetcode.com/problems/search-suggestions-system
739,Daily Temperatures,63.0,2,https://leetcode.com/problems/daily-temperatures
1396,Design Underground System,62.8,2,https://leetcode.com/problems/design-underground-system
1140,Stone Game II,62.7,2,https://leetcode.com/problems/stone-game-ii
451,Sort Characters By Frequency,62.7,2,https://leetcode.com/problems/sort-characters-by-frequency
94,Binary Tree Inorder Traversal,62.7,2,https://leetcode.com/problems/binary-tree-inorder-traversal
46,Permutations,62.7,2,https://leetcode.com/problems/permutations
998,Maximum Binary Tree II,62.6,2,https://leetcode.com/problems/maximum-binary-tree-ii
1318,Minimum Flips to Make a OR b Equal to c,62.4,2,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c
1249,Minimum Remove to Make Valid Parentheses,62.1,2,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses
931,Minimum Falling Path Sum,62.1,2,https://leetcode.com/problems/minimum-falling-path-sum
695,Max Area of Island,62.1,2,https://leetcode.com/problems/max-area-of-island
22,Generate Parentheses,61.9,2,https://leetcode.com/problems/generate-parentheses
1375,Bulb Switcher III,61.8,2,https://leetcode.com/problems/bulb-switcher-iii
513,Find Bottom Left Tree Value,61.199999999999996,2,https://leetcode.com/problems/find-bottom-left-tree-value
946,Validate Stack Sequences,61.1,2,https://leetcode.com/problems/validate-stack-sequences
427,Construct Quad Tree,61.1,2,https://leetcode.com/problems/construct-quad-tree
1190,Reverse Substrings Between Each Pair of Parentheses,61.0,2,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
260,Single Number III,60.9,2,https://leetcode.com/problems/single-number-iii
515,Find Largest Value in Each Tree Row,60.8,2,https://leetcode.com/problems/find-largest-value-in-each-tree-row
1072,Flip Columns For Maximum Number of Equal Rows,60.699999999999996,2,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows
865,Smallest Subtree with all the Deepest Nodes,60.699999999999996,2,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes
1344,Angle Between Hands of a Clock,60.5,2,https://leetcode.com/problems/angle-between-hands-of-a-clock
1447,Simplified Fractions,60.4,2,https://leetcode.com/problems/simplified-fractions
1306,Jump Game III,60.4,2,https://leetcode.com/problems/jump-game-iii
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,60.3,2,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
347,Top K Frequent Elements,60.3,2,https://leetcode.com/problems/top-k-frequent-elements
78,Subsets,60.3,2,https://leetcode.com/problems/subsets
1227,Airplane Seat Assignment Probability,60.199999999999996,2,https://leetcode.com/problems/airplane-seat-assignment-probability
647,Palindromic Substrings,60.199999999999996,2,https://leetcode.com/problems/palindromic-substrings
1254,Number of Closed Islands,60.099999999999994,2,https://leetcode.com/problems/number-of-closed-islands
983,Minimum Cost For Tickets,59.9,2,https://leetcode.com/problems/minimum-cost-for-tickets
856,Score of Parentheses,59.9,2,https://leetcode.com/problems/score-of-parentheses
901,Online Stock Span,59.8,2,https://leetcode.com/problems/online-stock-span
1247,Minimum Swaps to Make Strings Equal,59.699999999999996,2,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal
238,Product of Array Except Self,59.699999999999996,2,https://leetcode.com/problems/product-of-array-except-self
230,Kth Smallest Element in a BST,59.599999999999994,2,https://leetcode.com/problems/kth-smallest-element-in-a-bst
1400,Construct K Palindrome Strings,59.5,2,https://leetcode.com/problems/construct-k-palindrome-strings
1016,Binary String With Substrings Representing 1 To N,59.099999999999994,2,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n
609,Find Duplicate File in System,59.099999999999994,2,https://leetcode.com/problems/find-duplicate-file-in-system
1288,Remove Covered Intervals,59.0,2,https://leetcode.com/problems/remove-covered-intervals
1017,Convert to Base -2,58.699999999999996,2,https://leetcode.com/problems/convert-to-base-2
529,Minesweeper,58.599999999999994,2,https://leetcode.com/problems/minesweeper
1090,Largest Values From Labels,58.4,2,https://leetcode.com/problems/largest-values-from-labels
1233,Remove Sub-Folders from the Filesystem,58.3,2,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem
1143,Longest Common Subsequence,58.3,2,https://leetcode.com/problems/longest-common-subsequence
1105,Filling Bookcase Shelves,58.3,2,https://leetcode.com/problems/filling-bookcase-shelves
1004,Max Consecutive Ones III,58.3,2,https://leetcode.com/problems/max-consecutive-ones-iii
835,Image Overlap,58.3,2,https://leetcode.com/problems/image-overlap
712,Minimum ASCII Delete Sum for Two Strings,58.3,2,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings
547,Friend Circles,58.099999999999994,2,https://leetcode.com/problems/friend-circles
1324,Print Words Vertically,57.9,2,https://leetcode.com/problems/print-words-vertically
932,Beautiful Array,57.9,2,https://leetcode.com/problems/beautiful-array
540,Single Element in a Sorted Array,57.9,2,https://leetcode.com/problems/single-element-in-a-sorted-array
1267,Count Servers that Communicate,57.8,2,https://leetcode.com/problems/count-servers-that-communicate
1011,Capacity To Ship Packages Within D Days,57.699999999999996,2,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
413,Arithmetic Slices,57.699999999999996,2,https://leetcode.com/problems/arithmetic-slices
508,Most Frequent Subtree Sum,57.599999999999994,2,https://leetcode.com/problems/most-frequent-subtree-sum
1031,Maximum Sum of Two Non-Overlapping Subarrays,57.49999999999999,2,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
526,Beautiful Arrangement,57.49999999999999,2,https://leetcode.com/problems/beautiful-arrangement
1493,Longest Subarray of 1's After Deleting One Element,57.4,2,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element
789,Escape The Ghosts,57.4,2,https://leetcode.com/problems/escape-the-ghosts
1471,The k Strongest Values in an Array,57.199999999999996,2,https://leetcode.com/problems/the-k-strongest-values-in-an-array
1019,Next Greater Node In Linked List,57.199999999999996,2,https://leetcode.com/problems/next-greater-node-in-linked-list
1371,Find the Longest Substring Containing Vowels in Even Counts,57.099999999999994,2,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts
1358,Number of Substrings Containing All Three Characters,57.099999999999994,2,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters
1020,Number of Enclaves,57.099999999999994,2,https://leetcode.com/problems/number-of-enclaves
919,Complete Binary Tree Inserter,57.099999999999994,2,https://leetcode.com/problems/complete-binary-tree-inserter
817,Linked List Components,56.99999999999999,2,https://leetcode.com/problems/linked-list-components
684,Redundant Connection,56.89999999999999,2,https://leetcode.com/problems/redundant-connection
1023,Camelcase Matching,56.699999999999996,2,https://leetcode.com/problems/camelcase-matching
1094,Car Pooling,56.599999999999994,2,https://leetcode.com/problems/car-pooling
553,Optimal Division,56.599999999999994,2,https://leetcode.com/problems/optimal-division
1209,Remove All Adjacent Duplicates in String II,56.39999999999999,2,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii
1362,Closest Divisors,56.3,2,https://leetcode.com/problems/closest-divisors
49,Group Anagrams,56.2,2,https://leetcode.com/problems/group-anagrams
648,Replace Words,56.10000000000001,2,https://leetcode.com/problems/replace-words
1443,Minimum Time to Collect All Apples in a Tree,56.00000000000001,2,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
1035,Uncrossed Lines,56.00000000000001,2,https://leetcode.com/problems/uncrossed-lines
216,Combination Sum III,56.00000000000001,2,https://leetcode.com/problems/combination-sum-iii
1248,Count Number of Nice Subarrays,55.800000000000004,2,https://leetcode.com/problems/count-number-of-nice-subarrays
503,Next Greater Element II,55.800000000000004,2,https://leetcode.com/problems/next-greater-element-ii
48,Rotate Image,55.800000000000004,2,https://leetcode.com/problems/rotate-image
173,Binary Search Tree Iterator,55.7,2,https://leetcode.com/problems/binary-search-tree-iterator
39,Combination Sum,55.400000000000006,2,https://leetcode.com/problems/combination-sum
947,Most Stones Removed with Same Row or Column,55.300000000000004,2,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column
328,Odd Even Linked List,55.300000000000004,2,https://leetcode.com/problems/odd-even-linked-list
565,Array Nesting,55.2,2,https://leetcode.com/problems/array-nesting
398,Random Pick Index,55.2,2,https://leetcode.com/problems/random-pick-index
144,Binary Tree Preorder Traversal,55.2,2,https://leetcode.com/problems/binary-tree-preorder-traversal
1052,Grumpy Bookstore Owner,55.1,2,https://leetcode.com/problems/grumpy-bookstore-owner
287,Find the Duplicate Number,55.00000000000001,2,https://leetcode.com/problems/find-the-duplicate-number
1376,Time Needed to Inform All Employees,54.800000000000004,2,https://leetcode.com/problems/time-needed-to-inform-all-employees
1003,Check If Word Is Valid After Substitutions,54.800000000000004,2,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions
863,All Nodes Distance K in Binary Tree,54.7,2,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
655,Print Binary Tree,54.7,2,https://leetcode.com/problems/print-binary-tree
12,Integer to Roman,54.7,2,https://leetcode.com/problems/integer-to-roman
241,Different Ways to Add Parentheses,54.6,2,https://leetcode.com/problems/different-ways-to-add-parentheses
215,Kth Largest Element in an Array,54.6,2,https://leetcode.com/problems/kth-largest-element-in-an-array
769,Max Chunks To Make Sorted,54.400000000000006,2,https://leetcode.com/problems/max-chunks-to-make-sorted
756,Pyramid Transition Matrix,54.400000000000006,2,https://leetcode.com/problems/pyramid-transition-matrix
1048,Longest String Chain,54.300000000000004,2,https://leetcode.com/problems/longest-string-chain
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",54.2,2,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance
714,Best Time to Buy and Sell Stock with Transaction Fee,54.1,2,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
676,Implement Magic Dictionary,54.1,2,https://leetcode.com/problems/implement-magic-dictionary
1410,HTML Entity Parser,54.0,2,https://leetcode.com/problems/html-entity-parser
781,Rabbits in Forest,54.0,2,https://leetcode.com/problems/rabbits-in-forest
667,Beautiful Arrangement II,54.0,2,https://leetcode.com/problems/beautiful-arrangement-ii
445,Add Two Numbers II,54.0,2,https://leetcode.com/problems/add-two-numbers-ii
77,Combinations,54.0,2,https://leetcode.com/problems/combinations
102,Binary Tree Level Order Traversal,53.900000000000006,2,https://leetcode.com/problems/binary-tree-level-order-traversal
64,Minimum Path Sum,53.900000000000006,2,https://leetcode.com/problems/minimum-path-sum
378,Kth Smallest Element in a Sorted Matrix,53.800000000000004,2,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
1481,Least Number of Unique Integers after K Removals,53.7,2,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals
1451,Rearrange Words in a Sentence,53.7,2,https://leetcode.com/problems/rearrange-words-in-a-sentence
289,Game of Life,53.7,2,https://leetcode.com/problems/game-of-life
1027,Longest Arithmetic Sequence,53.6,2,https://leetcode.com/problems/longest-arithmetic-sequence
858,Mirror Reflection,53.6,2,https://leetcode.com/problems/mirror-reflection
846,Hand of Straights,53.6,2,https://leetcode.com/problems/hand-of-straights
462,Minimum Moves to Equal Array Elements II,53.5,2,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii
199,Binary Tree Right Side View,53.5,2,https://leetcode.com/problems/binary-tree-right-side-view
62,Unique Paths,53.5,2,https://leetcode.com/problems/unique-paths
1372,Longest ZigZag Path in a Binary Tree,53.400000000000006,2,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree
495,Teemo Attacking,53.400000000000006,2,https://leetcode.com/problems/teemo-attacking
1006,Clumsy Factorial,53.300000000000004,2,https://leetcode.com/problems/clumsy-factorial
421,Maximum XOR of Two Numbers in an Array,53.300000000000004,2,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array
59,Spiral Matrix II,53.2,2,https://leetcode.com/problems/spiral-matrix-ii
1131,Maximum of Absolute Value Expression,53.1,2,https://leetcode.com/problems/maximum-of-absolute-value-expression
900,RLE Iterator,53.1,2,https://leetcode.com/problems/rle-iterator
677,Map Sum Pairs,53.1,2,https://leetcode.com/problems/map-sum-pairs
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,53.0,2,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
869,Reordered Power of 2,53.0,2,https://leetcode.com/problems/reordered-power-of-2
454,4Sum II,53.0,2,https://leetcode.com/problems/4sum-ii
1291,Sequential Digits,52.900000000000006,2,https://leetcode.com/problems/sequential-digits
981,Time Based Key-Value Store,52.800000000000004,2,https://leetcode.com/problems/time-based-key-value-store
1296,Divide Array in Sets of K Consecutive Numbers,52.6,2,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers
1040,Moving Stones Until Consecutive II,52.6,2,https://leetcode.com/problems/moving-stones-until-consecutive-ii
516,Longest Palindromic Subsequence,52.5,2,https://leetcode.com/problems/longest-palindromic-subsequence
384,Shuffle an Array,52.5,2,https://leetcode.com/problems/shuffle-an-array
341,Flatten Nested List Iterator,52.5,2,https://leetcode.com/problems/flatten-nested-list-iterator
1319,Number of Operations to Make Network Connected,52.300000000000004,2,https://leetcode.com/problems/number-of-operations-to-make-network-connected
1109,Corporate Flight Bookings,52.300000000000004,2,https://leetcode.com/problems/corporate-flight-bookings
1014,Best Sightseeing Pair,52.300000000000004,2,https://leetcode.com/problems/best-sightseeing-pair
641,Design Circular Deque,52.300000000000004,2,https://leetcode.com/problems/design-circular-deque
96,Unique Binary Search Trees,52.300000000000004,2,https://leetcode.com/problems/unique-binary-search-trees
939,Minimum Area Rectangle,52.0,2,https://leetcode.com/problems/minimum-area-rectangle
926,Flip String to Monotone Increasing,52.0,2,https://leetcode.com/problems/flip-string-to-monotone-increasing
430,Flatten a Multilevel Doubly Linked List,52.0,2,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list
958,Check Completeness of a Binary Tree,51.800000000000004,2,https://leetcode.com/problems/check-completeness-of-a-binary-tree
382,Linked List Random Node,51.800000000000004,2,https://leetcode.com/problems/linked-list-random-node
137,Single Number II,51.800000000000004,2,https://leetcode.com/problems/single-number-ii
875,Koko Eating Bananas,51.6,2,https://leetcode.com/problems/koko-eating-bananas
725,Split Linked List in Parts,51.6,2,https://leetcode.com/problems/split-linked-list-in-parts
636,Exclusive Time of Functions,51.6,2,https://leetcode.com/problems/exclusive-time-of-functions
449,Serialize and Deserialize BST,51.6,2,https://leetcode.com/problems/serialize-and-deserialize-bst
1456,Maximum Number of Vowels in a Substring of Given Length,51.5,2,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length
1361,Validate Binary Tree Nodes,51.5,2,https://leetcode.com/problems/validate-binary-tree-nodes
646,Maximum Length of Pair Chain,51.4,2,https://leetcode.com/problems/maximum-length-of-pair-chain
752,Open the Lock,51.300000000000004,2,https://leetcode.com/problems/open-the-lock
729,My Calendar I,51.300000000000004,2,https://leetcode.com/problems/my-calendar-i
539,Minimum Time Difference,51.300000000000004,2,https://leetcode.com/problems/minimum-time-difference
851,Loud and Rich,51.2,2,https://leetcode.com/problems/loud-and-rich
692,Top K Frequent Words,51.2,2,https://leetcode.com/problems/top-k-frequent-words
638,Shopping Offers,51.2,2,https://leetcode.com/problems/shopping-offers
1145,Binary Tree Coloring Game,51.1,2,https://leetcode.com/problems/binary-tree-coloring-game
399,Evaluate Division,51.0,2,https://leetcode.com/problems/evaluate-division
318,Maximum Product of Word Lengths,51.0,2,https://leetcode.com/problems/maximum-product-of-word-lengths
386,Lexicographical Numbers,50.9,2,https://leetcode.com/problems/lexicographical-numbers
672,Bulb Switcher II,50.7,2,https://leetcode.com/problems/bulb-switcher-ii
1366,Rank Teams by Votes,50.6,2,https://leetcode.com/problems/rank-teams-by-votes
820,Short Encoding of Words,50.5,2,https://leetcode.com/problems/short-encoding-of-words
963,Minimum Area Rectangle II,50.4,2,https://leetcode.com/problems/minimum-area-rectangle-ii
337,House Robber III,50.4,2,https://leetcode.com/problems/house-robber-iii
477,Total Hamming Distance,50.3,2,https://leetcode.com/problems/total-hamming-distance
11,Container With Most Water,50.3,2,https://leetcode.com/problems/container-with-most-water
833,Find And Replace in String,50.2,2,https://leetcode.com/problems/find-and-replace-in-string
911,Online Election,50.1,2,https://leetcode.com/problems/online-election
1404,Number of Steps to Reduce a Number in Binary Representation to One,50.0,2,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one
343,Integer Break,50.0,2,https://leetcode.com/problems/integer-break
1007,Minimum Domino Rotations For Equal Row,49.9,2,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row
24,Swap Nodes in Pairs,49.9,2,https://leetcode.com/problems/swap-nodes-in-pairs
652,Find Duplicate Subtrees,49.8,2,https://leetcode.com/problems/find-duplicate-subtrees
554,Brick Wall,49.7,2,https://leetcode.com/problems/brick-wall
518,Coin Change 2,49.7,2,https://leetcode.com/problems/coin-change-2
813,Largest Sum of Averages,49.5,2,https://leetcode.com/problems/largest-sum-of-averages
1276,Number of Burgers with No Waste of Ingredients,49.4,2,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients
1081,Smallest Subsequence of Distinct Characters,49.4,2,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters
623,Add One Row to Tree,49.4,2,https://leetcode.com/problems/add-one-row-to-tree
394,Decode String,49.4,2,https://leetcode.com/problems/decode-string
452,Minimum Number of Arrows to Burst Balloons,49.3,2,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
1155,Number of Dice Rolls With Target Sum,49.2,2,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum
718,Maximum Length of Repeated Subarray,49.0,2,https://leetcode.com/problems/maximum-length-of-repeated-subarray
1080,Insufficient Nodes in Root to Leaf Paths,48.9,2,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths
1024,Video Stitching,48.9,2,https://leetcode.com/problems/video-stitching
731,My Calendar II,48.8,2,https://leetcode.com/problems/my-calendar-ii
650,2 Keys Keyboard,48.8,2,https://leetcode.com/problems/2-keys-keyboard
89,Gray Code,48.8,2,https://leetcode.com/problems/gray-code
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,48.6,2,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
592,Fraction Addition and Subtraction,48.6,2,https://leetcode.com/problems/fraction-addition-and-subtraction
1156,Swap For Longest Repeated Character Substring,48.5,2,https://leetcode.com/problems/swap-for-longest-repeated-character-substring
1041,Robot Bounded In Circle,48.5,2,https://leetcode.com/problems/robot-bounded-in-circle
688,Knight Probability in Chessboard,48.5,2,https://leetcode.com/problems/knight-probability-in-chessboard
129,Sum Root to Leaf Numbers,48.5,2,https://leetcode.com/problems/sum-root-to-leaf-numbers
1053,Previous Permutation With One Swap,48.4,2,https://leetcode.com/problems/previous-permutation-with-one-swap
1039,Minimum Score Triangulation of Polygon,48.4,2,https://leetcode.com/problems/minimum-score-triangulation-of-polygon
802,Find Eventual Safe States,48.4,2,https://leetcode.com/problems/find-eventual-safe-states
740,Delete and Earn,48.4,2,https://leetcode.com/problems/delete-and-earn
621,Task Scheduler,48.4,2,https://leetcode.com/problems/task-scheduler
114,Flatten Binary Tree to Linked List,48.4,2,https://leetcode.com/problems/flatten-binary-tree-to-linked-list
